
[00:00:00.020 --> 00:00:03.600]  欢迎收听谷爱,我是星风公,本集节目由雨伞王赞助
[00:27:42.720 --> 00:27:43.720]  然后什么阿公打我
[00:27:43.720 --> 00:27:44.180]  屁屁
[00:27:44.180 --> 00:27:45.100]  我也在想说
[00:27:45.100 --> 00:27:45.960]  这到底是啥小
[00:27:45.960 --> 00:27:47.180]  为什么他跟他一些同学
[00:27:47.180 --> 00:27:48.200]  在外面都在唱这个
[00:27:48.200 --> 00:27:49.180]  然后后来我去跟
[00:27:49.180 --> 00:27:50.380]  林口父爸爸
[00:27:50.380 --> 00:27:52.060]  就林口的一个同业聊天
[00:27:52.060 --> 00:27:53.400]  他说他女儿也会唱这个
[00:27:53.400 --> 00:27:53.860]  可是他女儿
[00:27:53.860 --> 00:27:54.660]  跟我儿子的年纪
[00:27:54.660 --> 00:27:56.260]  是有一个差距的
[00:27:56.260 --> 00:27:56.880]  所以这好像变成
[00:27:56.880 --> 00:27:57.940]  一个那种全球现象
[00:27:57.940 --> 00:27:58.220]  还是怎样
[00:27:58.220 --> 00:27:59.260]  就是全台现象
[00:27:59.260 --> 00:28:00.560]  然后后来我再去问
[00:28:00.560 --> 00:28:01.720]  我的健身教练
[00:28:01.720 --> 00:28:03.100]  他的女儿也知道这个
[00:28:03.100 --> 00:28:04.100]  所以对
[00:28:04.100 --> 00:28:05.260]  我不知道这是什么东西
[00:28:05.260 --> 00:28:06.360]  这可能有点类似说
[00:28:06.360 --> 00:28:07.720]  以前我们在客家庄
[00:28:07.720 --> 00:28:08.480]  就是会有那什么
[00:28:08.480 --> 00:28:10.700]  欧洲 荷兰 意大利 墨西哥
[00:28:10.700 --> 00:28:11.520]  不是世俗在
[00:28:11.520 --> 00:28:13.260]  欧洲 荷兰 意大利 墨西哥
[00:28:13.260 --> 00:28:14.300]  肮脏的睪丸
[00:28:14.300 --> 00:28:14.960]  超大一颗
[00:28:14.960 --> 00:28:15.560]  没有洗过
[00:28:15.560 --> 00:28:16.500]  就是那些那种
[00:28:16.500 --> 00:28:17.500]  小朋友的go to phrase
[00:28:17.500 --> 00:28:18.180]  然后看到别人
[00:28:18.180 --> 00:28:18.780]  就要讲这个
[00:28:18.780 --> 00:28:19.720]  就有点类似
[00:28:19.720 --> 00:28:20.180]  他们讲什么
[00:28:20.180 --> 00:28:21.380]  阿嬷掉进洗衣机
[00:28:21.380 --> 00:28:22.460]  什么阿公拿锅子
[00:28:22.460 --> 00:28:23.060]  打我屁屁
[00:28:23.060 --> 00:28:24.560]  然后就哈哈哈哈狂笑
[00:28:24.560 --> 00:28:25.940]  我觉得一点都不好笑
[00:28:25.940 --> 00:28:27.740]  但我还是会稍微配合一下
[00:28:27.740 --> 00:28:28.400]  然后再讲说
[00:28:28.400 --> 00:28:28.960]  会不会有那个
[00:28:28.960 --> 00:28:30.140]  恍然大悟的时候
[00:28:30.140 --> 00:28:31.520]  我觉得至今都还是有
[00:28:31.520 --> 00:28:32.520]  甚至是一段时间
[00:28:32.520 --> 00:28:33.140]  没有那种
[00:28:33.140 --> 00:28:34.380]  我又学到什么
[00:28:34.380 --> 00:28:35.420]  我又恍然大悟的感觉
[00:28:35.420 --> 00:28:36.400]  我觉得非常的失望
[00:28:36.400 --> 00:28:37.160]  那这个东西
[00:28:37.160 --> 00:28:38.140]  不一定是在
[00:28:38.140 --> 00:28:39.140]  股票跟市场里面
[00:28:39.140 --> 00:28:40.560]  也有可能是在生活之中
[00:28:40.560 --> 00:28:41.840]  也有可能是在
[00:28:41.840 --> 00:28:43.440]  一些兴趣的发展上面
[00:28:43.440 --> 00:28:44.320]  就在说像
[00:28:44.320 --> 00:28:45.520]  我刚才自己都吓到
[00:28:45.520 --> 00:28:46.280]  为什么我开头
[00:28:46.280 --> 00:28:47.020]  可以跟大家
[00:28:47.020 --> 00:28:48.540]  洋洋洒洒的讲说
[00:28:48.540 --> 00:28:49.880]  我对这些东西的看法
[00:28:49.880 --> 00:28:50.520]  就这个东西
[00:28:50.520 --> 00:28:51.600]  其实我入坑没有多久
[00:28:51.600 --> 00:28:53.060]  但我真的非常认真的研究
[00:28:53.060 --> 00:28:54.040]  所以我就真的就是
[00:28:54.040 --> 00:28:55.160]  有办法讲出一些东西
[00:28:55.160 --> 00:28:56.180]  所以这就是另外一个
[00:28:56.180 --> 00:28:57.000]  恍然大悟是
[00:28:57.000 --> 00:28:58.280]  我没有乱花钱
[00:28:58.280 --> 00:28:59.360]  我真的有学到一点东西
[00:28:59.360 --> 00:29:00.320]  所以就还蛮高兴的
[00:29:00.320 --> 00:29:01.540]  然后再讲说
[00:29:01.540 --> 00:29:03.800]  每增加一位数的心态转变
[00:29:03.800 --> 00:29:05.120]  其实就只有大概
[00:29:05.120 --> 00:29:06.780]  到百到千
[00:29:06.780 --> 00:29:07.840]  蛮有印象的
[00:29:07.840 --> 00:29:09.100]  可是后面都没有什么印象
[00:29:09.100 --> 00:29:10.120]  后面数字在往上加
[00:29:10.120 --> 00:29:10.840]  都没有印象
[00:29:10.840 --> 00:29:11.820]  那像我今年去
[00:29:11.820 --> 00:29:13.820]  悠悠新办的一个账户
[00:29:13.820 --> 00:29:15.340]  我还跟我老婆开玩笑说
[00:29:15.340 --> 00:29:16.300]  因为她一直讲说
[00:29:16.300 --> 00:29:17.320]  你再去弄一个
[00:29:17.320 --> 00:29:18.360]  有草地的地方
[00:29:18.360 --> 00:29:19.600]  然后让秋口可以跑
[00:29:19.600 --> 00:29:20.520]  这是她的愿望
[00:29:20.520 --> 00:29:21.600]  我说不然这个账号
[00:29:21.600 --> 00:29:23.080]  你看年底到多少钱
[00:29:23.080 --> 00:29:23.920]  就让你去
[00:29:23.920 --> 00:29:25.260]  做你想要做的事情
[00:29:25.260 --> 00:29:26.420]  就早就打表
[00:29:26.420 --> 00:29:27.700]  也是打表数倍
[00:29:27.700 --> 00:29:28.620]  那这个是我连
[00:29:28.620 --> 00:29:29.920]  想象都不敢想的
[00:29:29.920 --> 00:29:31.660]  当然也没有觉得很高兴
[00:29:31.660 --> 00:29:33.060]  就只是你没有这样的预期
[00:29:33.060 --> 00:29:34.140]  可是当它真的发生的时候
[00:29:34.140 --> 00:29:35.380]  你也没有觉得说很高兴
[00:29:35.380 --> 00:29:37.180]  或者说你的生活形态就改变
[00:29:37.180 --> 00:29:37.540]  就多花钱
[00:29:37.540 --> 00:29:39.340]  它就是工作的一环
[00:29:39.340 --> 00:29:40.620]  它就是工作的一环
[00:29:40.620 --> 00:29:43.420]  那你说当年的感觉是怎么样
[00:29:43.420 --> 00:29:44.460]  我记得你当然
[00:29:44.460 --> 00:29:45.980]  你第一次变百万的时候
[00:29:45.980 --> 00:29:46.500]  觉得说
[00:29:46.500 --> 00:29:47.780]  第一桶金百万富翁
[00:29:47.780 --> 00:29:49.060]  那只是当然你一下就发现说
[00:29:49.060 --> 00:29:50.860]  第一桶金已经在这个时代
[00:29:50.860 --> 00:29:52.140]  好像也不能够干嘛
[00:29:52.140 --> 00:29:53.420]  那后来到千万的时候
[00:29:53.420 --> 00:29:55.460]  甚至是没有百万高兴
[00:29:55.460 --> 00:29:55.980]  为什么
[00:29:55.980 --> 00:29:56.480]  因为你到千万的时候
[00:29:56.480 --> 00:29:57.500]  你肯定认识一些人
[00:29:57.500 --> 00:29:58.280]  认识一些怪物
[00:29:58.280 --> 00:29:59.040]  所以你就会觉得说
[00:29:59.040 --> 00:29:59.820]  我到底在干嘛
[00:29:59.820 --> 00:30:00.320]  人家赚这么快
[00:30:00.320 --> 00:30:01.100]  我到底在干嘛
[00:30:01.100 --> 00:30:02.120]  那到现在呢
[00:30:02.120 --> 00:30:04.160]  我上面都还是有一大堆的
[00:30:04.160 --> 00:30:05.180]  怪物在那一边
[00:30:05.180 --> 00:30:07.240]  那我也不会想要去
[00:30:07.240 --> 00:30:08.280]  怎么讲
[00:30:08.280 --> 00:30:09.780]  追上人家或是怎么样的
[00:30:09.780 --> 00:30:10.700]  以前会觉得
[00:30:10.700 --> 00:30:11.940]  我就是要跟进
[00:30:11.940 --> 00:30:13.500]  那可是我现在的想法是
[00:30:13.500 --> 00:30:14.360]  因为其实对我们来讲
[00:30:14.360 --> 00:30:15.080]  生活都是
[00:30:15.080 --> 00:30:16.340]  就够用了
[00:30:16.340 --> 00:30:17.760]  可以活好几个辈子了
[00:30:17.760 --> 00:30:19.560]  所以要去做一些有意义的事情
[00:30:19.560 --> 00:30:20.340]  对我来说是这样
[00:30:20.340 --> 00:30:21.400]  我的人生规划是
[00:30:21.400 --> 00:30:22.360]  我认为
[00:30:22.360 --> 00:30:23.640]  就是不应该只有股票这样
[00:30:23.640 --> 00:30:24.260]  股票是一个
[00:30:24.260 --> 00:30:25.120]  很好的东西
[00:30:25.120 --> 00:30:25.760]  我非常喜欢
[00:30:25.760 --> 00:30:27.440]  我也很热情的投入
[00:30:27.440 --> 00:30:28.660]  但不应该只有股票
[00:30:28.660 --> 00:30:29.260]  因为我会去
[00:30:29.260 --> 00:30:29.860]  假设说
[00:30:29.860 --> 00:30:30.680]  假设我今天挂了
[00:30:30.680 --> 00:30:31.420]  我会不会觉得很后悔
[00:30:31.420 --> 00:30:32.640]  我都只有在做同样一件事情
[00:30:32.640 --> 00:30:33.240]  所以就是
[00:30:33.240 --> 00:30:35.400]  应该要去做更多的事情
[00:30:35.400 --> 00:30:36.440]  那总之就是
[00:30:36.440 --> 00:30:37.320]  对我来说
[00:30:37.320 --> 00:30:38.840]  并没有太多
[00:30:38.840 --> 00:30:39.620]  所谓的
[00:30:39.620 --> 00:30:40.720]  思想上的
[00:30:40.720 --> 00:30:41.440]  大转变
[00:30:41.440 --> 00:30:42.400]  或是心态转变
[00:30:42.400 --> 00:30:42.660]  但
[00:30:42.660 --> 00:30:44.220]  要用一个比较
[00:30:44.220 --> 00:30:45.400]  笼统的方式来说的话
[00:30:45.400 --> 00:30:46.320]  越来越沉默了
[00:30:46.320 --> 00:30:46.940]  就是以前你可能
[00:30:46.940 --> 00:30:47.660]  看到一些东西
[00:30:47.660 --> 00:30:48.600]  又想去跟人家吵架
[00:30:48.600 --> 00:30:49.740]  想去跟人家辩论或什么的
[00:30:49.740 --> 00:30:50.880]  然后后来你就会知道说
[00:30:50.880 --> 00:30:52.400]  可以救的就是可以救
[00:30:52.400 --> 00:30:53.460]  不能救的就是不能救
[00:30:53.460 --> 00:30:54.740]  你越来越去理解说
[00:30:54.740 --> 00:30:56.060]  每个人都是
[00:30:56.060 --> 00:30:57.840]  很属于在他的这个地方
[00:30:57.840 --> 00:30:58.740]  当你觉得
[00:30:58.740 --> 00:31:00.040]  你不属于这个地方
[00:31:00.040 --> 00:31:01.080]  你要去做改变
[00:31:01.080 --> 00:31:02.240]  你才会跑到下一个地方
[00:31:02.240 --> 00:31:03.340]  不只是心态上
[00:31:03.340 --> 00:31:03.660]  或是
[00:31:03.660 --> 00:31:05.260]  面对事情的态度
[00:31:05.260 --> 00:31:06.200]  或什么的
[00:31:06.200 --> 00:31:06.380]  对
[00:31:06.380 --> 00:31:07.840]  所以你大概是怎么样
[00:31:07.840 --> 00:31:08.200]  认知
[00:31:08.200 --> 00:31:09.080]  你就会停在什么地方
[00:31:09.080 --> 00:31:10.340]  之所以我没有卡很久的
[00:31:10.340 --> 00:31:11.020]  一个主因是因为
[00:31:11.020 --> 00:31:12.180]  我算相对幸运的
[00:31:12.180 --> 00:31:13.820]  我有认识一些贵人
[00:31:13.820 --> 00:31:14.580]  然后他们会
[00:31:14.580 --> 00:31:15.660]  把我往上打
[00:31:15.660 --> 00:31:16.140]  那你各位
[00:31:16.140 --> 00:31:17.820]  也不要觉得你们没有认识贵人
[00:31:17.820 --> 00:31:18.640]  其实这个节目
[00:31:18.640 --> 00:31:20.320]  当然我们不要往自己脸上贴金
[00:31:20.320 --> 00:31:20.660]  可是
[00:31:20.660 --> 00:31:22.080]  你就想一堆小白
[00:31:22.080 --> 00:31:22.680]  跑来听
[00:31:22.680 --> 00:31:23.560]  什么都不知道的
[00:31:23.560 --> 00:31:24.480]  我刚刚讲说
[00:31:24.480 --> 00:31:25.860]  你就去买个紫素就好
[00:31:25.860 --> 00:31:26.980]  他随便买个紫素
[00:31:26.980 --> 00:31:28.380]  他就屌干一堆人的
[00:31:28.380 --> 00:31:29.140]  他把一堆
[00:31:29.140 --> 00:31:30.780]  整天梦想要什么
[00:31:30.780 --> 00:31:31.340]  全职交易的
[00:31:31.340 --> 00:31:32.500]  都屌干在地上
[00:31:32.500 --> 00:31:34.180]  他根本就什么都没做
[00:31:34.180 --> 00:31:35.200]  就买那个东西而已
[00:31:35.200 --> 00:31:35.780]  所以
[00:31:35.780 --> 00:31:36.640]  严格上来说
[00:31:36.640 --> 00:31:37.980]  这个就有帮到你了
[00:31:37.980 --> 00:31:38.700]  你知道我当年
[00:31:38.700 --> 00:31:39.800]  是没有人会跟我讲说
[00:31:39.800 --> 00:31:40.720]  可以买这个东西的
[00:31:40.720 --> 00:31:41.880]  我是后来自己知道说
[00:31:41.880 --> 00:31:42.820]  其实0050
[00:31:42.820 --> 00:31:43.800]  是可敬的对手
[00:31:43.800 --> 00:31:44.680]  他蛮屌的
[00:31:44.680 --> 00:31:45.460]  有一天我打不赢他
[00:31:45.460 --> 00:31:46.120]  我要加入他
[00:31:46.120 --> 00:31:46.740]  所以
[00:31:46.740 --> 00:31:48.180]  你知道就有人去点你
[00:31:48.180 --> 00:31:49.140]  这些东西就有差
[00:31:49.140 --> 00:31:50.100]  然后再来就是
[00:31:50.100 --> 00:31:51.280]  我觉得这个平台
[00:31:51.280 --> 00:31:52.300]  有一个不错的点是
[00:31:52.300 --> 00:31:54.220]  我自己去吸收到一些东西
[00:31:54.220 --> 00:31:55.520]  我没有想要去输出
[00:31:55.520 --> 00:31:57.300]  给大家教育大家的意识
[00:31:57.300 --> 00:31:57.640]  因为
[00:31:57.640 --> 00:31:58.940]  你们怎么样干我屁事
[00:31:58.940 --> 00:31:59.480]  我不认识你们
[00:31:59.480 --> 00:31:59.660]  但
[00:31:59.660 --> 00:32:01.540]  我自己在反除
[00:32:01.540 --> 00:32:02.520]  在思考的过程中
[00:32:02.520 --> 00:32:03.060]  如果你们也可以
[00:32:03.060 --> 00:32:04.120]  跟着去吸掉一点东西
[00:32:04.120 --> 00:32:04.780]  那是蛮不错的
[00:32:04.780 --> 00:32:05.340]  所以像我自己
[00:32:05.340 --> 00:32:06.360]  很喜欢的事情是
[00:32:06.360 --> 00:32:07.540]  我反而不喜欢去抓着
[00:32:07.540 --> 00:32:08.540]  一个人狂问他问题
[00:32:08.540 --> 00:32:09.020]  我喜欢
[00:32:09.020 --> 00:32:10.000]  你就让我坐在旁边
[00:32:10.000 --> 00:32:10.940]  我听你们讲话就好
[00:32:10.940 --> 00:32:11.940]  然后最好是我自己
[00:32:11.940 --> 00:32:12.480]  也不用讲话
[00:32:12.480 --> 00:32:13.200]  我就听你们讲话
[00:32:13.200 --> 00:32:14.040]  类似我去那种
[00:32:14.040 --> 00:32:15.040]  品酒会听人家讲话
[00:32:15.040 --> 00:32:16.260]  就学到超多东西
[00:32:16.260 --> 00:32:17.500]  那在人家对话之中
[00:32:17.500 --> 00:32:18.580]  可以学到蛮多东西的
[00:32:18.580 --> 00:32:18.920]  所以
[00:32:18.920 --> 00:32:19.820]  对
[00:32:19.820 --> 00:32:21.160]  那个心态转变的话
[00:32:21.160 --> 00:32:22.240]  因为我一直都是
[00:32:22.240 --> 00:32:22.980]  抱持着
[00:32:22.980 --> 00:32:23.740]  类似Fake it
[00:32:23.740 --> 00:32:24.600]  Tell you make it的心态
[00:32:24.600 --> 00:32:25.280]  不是去
[00:32:25.280 --> 00:32:26.880]  假装成为自己不是的人
[00:32:26.880 --> 00:32:27.800]  而是你去模仿
[00:32:27.800 --> 00:32:28.400]  你去模仿
[00:32:28.400 --> 00:32:29.480]  人家是怎么样做
[00:32:29.480 --> 00:32:30.660]  那所以对我来讲
[00:32:30.660 --> 00:32:31.600]  我心态转变
[00:32:31.600 --> 00:32:32.460]  没有到很困难
[00:32:32.460 --> 00:32:33.320]  当然绝对数字
[00:32:33.320 --> 00:32:33.800]  这个是
[00:32:33.800 --> 00:32:34.460]  对每个人来讲
[00:32:34.460 --> 00:32:35.020]  都是一个挑战
[00:32:35.020 --> 00:32:35.600]  到现在都还是
[00:32:35.600 --> 00:32:36.100]  有时候你自己
[00:32:36.100 --> 00:32:37.080]  靠你自己的日内震荡
[00:32:37.080 --> 00:32:38.300]  这个震荡的钱
[00:32:38.300 --> 00:32:39.340]  可以做什么事情
[00:32:39.340 --> 00:32:39.960]  你就会觉得说
[00:32:39.960 --> 00:32:40.780]  我到底在干嘛
[00:32:40.780 --> 00:32:41.580]  我怎么允许
[00:32:41.580 --> 00:32:42.380]  这个震荡要发生
[00:32:42.380 --> 00:32:43.000]  可是你也不能够
[00:32:43.000 --> 00:32:43.780]  矫枉过正
[00:32:43.780 --> 00:32:44.400]  就如果说
[00:32:44.400 --> 00:32:45.100]  你一直想避免
[00:32:45.100 --> 00:32:45.720]  这些震荡的话
[00:32:45.720 --> 00:32:46.880]  变成你什么小都抱不住
[00:32:46.880 --> 00:32:47.920]  你也就不会赚到大钱
[00:32:47.920 --> 00:32:48.420]  你就要一直
