start	end	text
3124380	3125100	我们又找到一些
3125100	3125680	非常厉害的
3125680	3126200	业绩人士
3126200	3127360	可以去帮我run这个东西
3127360	3128540	所以我可以接受说
3128540	3129600	OK我在里面当一个
3129600	3130880	这个做妆的人
3130880	3132260	那当然目前上车的人
3132260	3133220	也都是自己的朋友
3133220	3134160	就他不会是那种
3134160	3135000	对外募资或什么
3135000	3135840	所以我觉得
3135840	3137580	就是事情一定要尽量的单纯
3137580	3139080	就是你尽量拿的钱
3139080	3140320	就是如果你是创办人
3140320	3142200	你就只拿少数几个人就好
3142200	3142900	你千万不要说什么
3142900	3143740	拿一堆人的钱
3143740	3146040	你要去迎合一堆人的期待
3146040	3146860	一堆人的想法
3146860	3147360	一堆人每个人
3147360	3148160	都要给你意见或什么的
3148160	3149100	你甚至会失去
3149100	3150720	你本来的一个初衷
3150720	3152120	或是你想要做的东西
3152120	3153620	这个就会比较可惜一点
3155680	3157280	那这可能跟大家一开始
3157280	3158260	听到的东西不太一样
3158260	3159560	一开始是人家跟我讲说
3159560	3160180	可以这样的做
3160180	3161120	所以我就直接分享出来
3161120	3162180	我觉得是一个蛮好的idea
3162180	3162800	就你要知道说
3162800	3163680	林口这边有蛮多人
3163680	3165300	他们是愿意去支持这样的东西
3165300	3166640	但实际下去做
3166640	3167880	应该理论上是
3167880	3168880	所有东西我能够吃
3168880	3169780	我就自己吃掉
3169780	3170380	那刚好身边朋友
3170380	3171340	假设你有不小心听到
3171340	3172000	你说你要上车
3172000	3173200	你也知道风险是什么
3173200	3174020	你要来你就可以来
3174020	3174460	这样子
3174460	3175460	可是不会是说什么
3175460	3176680	我要去揪人或什么
3176680	3178200	那个是我不喜欢的一个形式
3178200	3179200	好大家拜拜
